source	target	exposure
spa	fas	0.00856209727249
cym	cat	5.55432126194e-05
por	ukr	0.00332299512627
hbs	heb	0.00164218593194
bod	ben	0.00372736954207
ara	isl	0.00138163954559
dan	sah	0.00497512437811
slk	hye	0.00187003272557
ron	fin	0.000172894469538
paw	deu	3.42320384494e-06
grc	msb	1.0
wlm	nor	2.17755808636e-05
deu	eng	0.191586804654
vie	lit	0.000453162426361
nor	deu	0.00675398118607
cat	por	0.0004684091487
mol	bul	0.000543858286069
deu	bik	0.5
arc	ces	0.0002327674498
grc	yre	0.5
spa	hun	0.0147484042263
fro	glg	0.00126528890763
mic	eng	2.05066509905e-05
eng	ndo	0.75
heb	lit	0.00246002460025
lit	khm	0.00865800865801
yuc	eng	6.83555033016e-06
mns	rus	0.000132895181946
dan	ces	0.00254492411781
dum	hun	1.81854552729e-05
fur	ita	5.01420691961e-05
ara	msa	0.189992614476
heb	daa	0.235294117647
vie	rus	0.000906103513265
spa	cat	0.200844256832
por	isl	0.00076757752533
kir	swe	8.36960160696e-05
ara	mlg	0.00980392156863
dan	tiz	0.00689655172414
pib	spa	4.36852911625e-06
frr	fra	4.19352268486e-06
xal	oss	0.00653594771242
arx	eng	6.83555033016e-06
ara	kat	0.00321691176471
kaz	kaa	0.0140845070423
deu	abk	0.00869565217391
ncx	spa	4.36852911625e-06
nep	ori	0.00132978723404
jpn	sqi	0.0036998668048
slk	nld	0.000116726975604
taa	eng	1.36711006603e-05
kor	heb	0.000273697655323
tur	asm	0.00190114068441
sux	eng	0.000164053207924
tuk	mal	0.000831946755408
san	por	0.000388110437494
sba	fra	4.19352268486e-06
tuk	lao	0.00431034482759
heb	gur	0.133333333333
tur	lit	0.000971062342202
fra	fao	0.00963855421687
sqi	lit	6.47374894802e-05
bul	ron	0.00314124783362
hye	bul	0.00108771657214
aze	ces	9.31069799199e-05
kat	ukr	0.0104120513957
mya	vie	0.00127226463104
urd	rus	0.000253708983714
tha	fra	0.000159353862025
fra	tbt	1.0
tam	kor	4.47667651536e-05
heb	tpm	0.333333333333
pol	uzb	0.00326441784548
fro	swe	4.18480080348e-05
msa	ara	8.00768737988e-05
eng	gjn	0.666666666667
gle	hbs	6.66133759659e-05
chm	est	0.000485319097306
myv	est	0.000291191458384
heb	fod	0.333333333333
xua	deu	3.42320384494e-06
kaz	kor	0.000492434416689
est	tuk	0.00539811066127
tel	asm	0.00380228136882
vie	bel	0.00213447171825
kor	deu	0.000674371157454
eng	yam	0.363636363636
mon	eng	0.000116204355613
ukr	tuk	0.00539811066127
arc	hbs	4.44089173106e-05
arc	fin	6.48354260768e-05
kas	guj	0.00190839694656
swe	sme	0.28901734104
ang	hun	1.81854552729e-05
spa	swe	0.00922051110367
eng	kaz	0.0456397718011
sqi	ell	0.00331850339144
mal	fra	5.45157949032e-05
eng	tnd	1.0
swe	kor	0.00116393589399
ita	dan	0.00950631954197
spa	deu	0.0222268625652
fra	bba	1.0
tyv	kaz	0.00040749796251
heb	krc	0.00970873786408
yid	mol	0.0010752688172
pro	jpn	1.52796559021e-05
fra	grc	0.136363636364
vie	bak	0.00199203187251
syr	ara	8.00768737988e-05
kik	eng	6.83555033016e-05
swe	tir	0.0945945945946
ara	afr	0.00128865979381
swe	ron	0.00460355285962
fas	eus	0.00050981391792
lat	roh	0.00704225352113
ita	ara	0.0108103779628
guj	deu	1.02696115348e-05
est	kaz	0.00448247758761
mal	ces	1.55178299867e-05
est	mon	0.00123813454395
fra	box	0.766666666667
ces	eng	0.0213132459294
tuk	ori	0.00132978723404
hun	mkd	0.0046142014868
sin	eng	0.000157217657594
kur	rus	0.000229546223361
jpn	deu	0.00715449603593
fas	hbs	0.000954791722178
fij	fra	4.19352268486e-06
eng	cgc	0.75
fas	slv	0.000373951599979
kat	hun	0.000218225463274
kaq	spa	8.73705823249e-06
mar	zho	1.59616919393e-05
jpn	asm	0.00190114068441
tel	mar	0.00227790432802
tat	kaa	0.00880281690141
rus	oss	0.705882352941
ita	isl	0.00660116671784
kat	epo	0.00369003690037
hin	nor	4.35511617272e-05
eng	bfd	0.666666666667
rus	sme	0.0173410404624
ron	lat	0.0110497237569
wol	deu	3.42320384494e-06
xno	deu	3.42320384494e-06
spa	prt	0.2
cat	fra	0.00288933712987
mcb	spa	2.18426455812e-05
grc	tuz	0.333333333333
que	eng	4.78488523111e-05
ara	est	0.000825042465421
est	vep	0.2
gle	hun	5.45563658186e-05
mga	eng	6.15199529714e-05
abk	tur	0.000168435236652
jpn	nld	0.00299898537321
aze	fra	3.77417041637e-05
alt	tyv	0.00609756097561
grc	orv	0.5
akk	ces	6.20713199466e-05
fin	pol	0.00142075078206
isl	tha	0.00081499592502
grc	bcq	0.333333333333
msa	tur	0.000168435236652
hbs	zho	0.000223463687151
vie	ell	3.64670702356e-05
osp	jpn	7.63982795107e-06
moz	fra	4.19352268486e-06
bod	asm	0.00380228136882
eng	mcu	0.166666666667
kir	mar	0.00227790432802
mkd	kaz	0.00040749796251
jav	eng	3.41777516508e-05
nor	kaz	0.00244498777506
nyj	eng	6.83555033016e-06
gle	swe	6.9746680058e-05
spa	asm	0.0133079847909
eng	ful	0.222222222222
tat	eng	3.41777516508e-05
hin	lit	0.000323687447401
epo	slk	0.000101827809175
ang	eng	0.000601528429054
uzb	kat	0.000919117647059
gle	deu	0.000280702715285
deu	tuv	1.0
gmh	pdt	0.0625
lat	mkd	0.00743399128429
tel	rus	7.24882810612e-05
pus	fra	3.77417041637e-05
eng	cro	1.0
fur	deu	1.02696115348e-05
san	hun	0.000800160032006
epo	hbs	0.000155431210587
est	nld	8.97899812339e-05
uga	ces	1.55178299867e-05
grc	ron	0.0135940207972
sin	rus	4.83255207075e-05
tur	bul	0.00248620930775
fkv	eng	6.83555033016e-06
chv	rus	0.00204175324989
tam	ben	0.00319488817891
lad	roh	0.00704225352113
ivv	eng	6.83555033016e-06
hye	rus	0.00577489972454
gmh	ron	5.41594454073e-05
fao	eng	7.51910536317e-05
ita	glg	0.0413327709827
ipk	eng	2.73422013206e-05
rus	kum	0.846153846154
bet	fra	4.19352268486e-06
heb	gjn	0.333333333333
eng	anv	0.9
ell	est	0.000873574375152
grc	hye	0.0070126227209
tel	nld	1.79579962468e-05
xal	tyv	0.00609756097561
tur	eus	0.00076472087688
deu	miq	1.0
bak	hun	3.63709105457e-05
bod	heb	9.12325517745e-05
uby	eng	6.83555033016e-06
fas	zho	0.000446927374302
rus	nld	0.00929326305771
swe	cat	0.00672072872695
zho	lav	0.00061387354205
zho	oci	0.00980392156863
pol	rus	0.0188469530759
pli	est	0.000194127638923
ukr	mlg	0.00490196078431
lat	spa	0.0126599973789
fra	pap	0.5
chm	eng	1.36711006603e-05
grc	goh	0.25
heb	ron	0.00270797227036
eng	sjm	0.5
mon	tuk	0.00269905533063
jpn	mon	0.0111432108956
ijc	eng	6.83555033016e-06
ava	xal	0.0238095238095
tam	jpn	6.11186236086e-05
bak	bul	3.88470204335e-05
fur	fra	8.38704536972e-06
san	nor	0.000195980227773
nor	roh	0.00352112676056
eng	xon	0.125
eng	ast	0.248704663212
vie	ara	0.000320307495195
tur	isl	0.000307031010132
que	pol	1.30344108446e-05
chv	bak	0.00796812749004
jpn	fra	0.0359636505454
grc	box	0.0666666666667
grc	flr	0.818181818182
por	kaz	0.00203748981255
sme	sma	0.1
fra	kaa	0.00528169014085
tpw	eng	6.83555033016e-06
rus	bak	0.910358565737
dan	epo	0.0221402214022
mar	deu	3.08088346045e-05
gmh	kat	0.000919117647059
non	pol	1.30344108446e-05
grc	ncf	1.0
ukr	ara	0.000800768737988
enm	eng	0.00101849699919
rus	dar	0.867647058824
deu	chv	0.00574712643678
sga	eng	6.15199529714e-05
ota	fra	1.67740907394e-05
bel	rus	0.00854153578505
pan	hin	0.0336565887051
deu	fil	0.0133333333333
koy	eng	6.83555033016e-06
cos	eng	6.83555033016e-06
ang	deu	4.45016499843e-05
swe	aze	0.00180940892642
arc	cat	5.55432126194e-05
fro	slv	0.00010684331428
niu	eng	6.83555033016e-06
fin	mol	0.000537634408602
tuk	est	0.000291191458384
ara	azr	1.0
tet	por	1.33831185343e-05
afr	deu	0.000171160192247
pro	fra	0.000335481814789
mya	zho	4.7885075818e-05
ara	bak	0.00796812749004
pan	mal	0.00831946755408
eng	sma	0.166666666667
msa	rus	0.000132895181946
dan	dar	0.0147058823529
ceb	fil	0.00666666666667
kaz	rus	0.00808244333833
fra	sxw	1.0
swa	msa	0.000184638109306
urd	lah	0.75
rus	mar	0.182232346241
isl	kaz	0.00040749796251
slv	hye	0.000467508181393
heb	mol	0.00564516129032
deu	gmh	0.133333333333
swe	dar	0.0147058823529
dan	gle	0.0059880239521
pus	mol	0.000537634408602
pol	ita	0.00528163128865
spa	fro	0.05
peo	dan	1.54323369188e-05
tuk	hbs	6.66133759659e-05
grc	uzb	0.00326441784548
fin	deu	0.00229354657611
grc	kgh	0.181818181818
hun	ara	0.000640614990391
eng	tlh	1.0
glg	eng	0.00087495044226
sme	hun	3.63709105457e-05
ces	aze	0.00301568154403
bar	deu	3.42320384494e-06
kor	hbs	0.000199840127898
zho	nep	0.00714285714286
khm	deu	2.73856307595e-05
cym	gle	0.0119760479042
slv	rus	0.000483255207075
roh	gsw	0.00862068965517
nld	fri	0.296610169492
sin	new	0.08
spa	eng	0.063187827252
sux	fin	2.16118086923e-05
grc	moa	1.0
heb	mkw	0.2
fra	hun	0.071777991962
afr	dan	0.00012345869535
pol	fin	0.00177216831277
che	tur	0.000168435236652
ron	yid	0.0449438202247
jpn	pol	0.00116006256517
cop	ita	1.67140230654e-05
heb	jpn	0.000771622623059
dan	bre	0.00492610837438
eng	nhr	0.875
grc	tel	0.00149700598802
ara	mkd	0.00487054601384
epo	spa	8.73705823249e-06
san	bul	0.000932328490405
glg	bre	0.00738916256158
dar	hin	0.000285225328009
ara	ava	0.015625
lav	uzb	0.00290170475154
ewe	fra	2.51611361092e-05
fra	bmy	1.0
grc	chm	0.0561797752809
slv	ita	0.00285809794418
kab	deu	3.42320384494e-06
kas	urd	0.00199004975124
arc	ron	5.41594454073e-05
spa	pol	0.0193952033368
ces	abk	0.00869565217391
deu	pol	0.131856100104
som	dan	3.08646738376e-05
nld	iku	0.00328947368421
deu	tab	0.016393442623
aze	alt	0.02
mol	kir	0.00196335078534
eng	bar	0.5
dak	eng	4.10133019809e-05
srd	glg	0.000421762969211
txg	rus	2.41627603537e-05
slk	tuk	0.00269905533063
por	ast	0.0155440414508
coq	eng	6.83555033016e-06
bul	tuk	0.0161943319838
eng	ota	1.0
lat	swe	0.00390581408325
myv	mdf	0.0294117647059
bak	vie	0.00254452926209
otk	deu	3.42320384494e-06
deu	krc	0.00970873786408
fra	isl	0.053576911268
tel	tyv	0.00609756097561
mar	guj	0.0515267175573
fra	mar	0.0102505694761
fra	pri	1.0
kpy	rus	2.41627603537e-05
deu	tsn	0.0588235294118
yid	deu	0.00104407717271
est	abk	0.00869565217391
jpn	san	0.0172413793103
rom	fra	3.35481814789e-05
ita	tir	0.175675675676
sux	fas	0.000353076176185
eng	pol	0.588933785193
ell	mkd	0.00871571391951
fra	nnw	0.615384615385
fin	vie	0.00508905852417
och	zho	4.7885075818e-05
grc	olo	0.666666666667
pli	por	1.33831185343e-05
osp	fra	4.19352268486e-06
dan	iku	0.588815789474
ara	zho	0.00233040702314
ful	fra	7.12898856426e-05
xal	kir	0.00130890052356
ful	por	1.33831185343e-05
grc	ori	0.00265957446809
frm	eng	0.000492159623771
grc	neb	0.5
ell	lit	0.00123001230012
hbs	eus	0.00025490695896
pol	ara	0.00184176809737
evn	rus	0.000217464843184
swe	mol	0.00215053763441
deu	nyo	1.0
way	nld	8.97899812339e-06
heb	nor	0.000958125557999
fra	mnh	1.0
eng	hag	0.4
akk	deu	6.84640768989e-05
mol	swa	0.0030959752322
fra	moz	0.470588235294
grc	gmh	0.2
deu	prt	0.2
krc	ukr	0.000443066016837
eng	hni	0.0833333333333
hin	mya	0.00729927007299
swe	nor	0.13363673976
grc	tam	0.00397050482133
deu	ori	0.0226063829787
lit	mar	0.00113895216401
hye	tgk	0.0103578154426
kan	eng	0.000663048382025
kca	est	4.85319097306e-05
heb	tur	0.000505305709955
rus	mlt	0.0232558139535
hin	pol	7.82064650678e-05
lbe	est	4.85319097306e-05
swe	ukr	0.00553832521046
tat	tuk	0.00269905533063
ita	sin	0.0104321907601
grc	dgi	0.166666666667
swa	lit	6.47374894802e-05
heb	jvn	0.166666666667
yid	isl	0.00184218606079
ben	kat	0.000459558823529
ita	lad	0.0666666666667
heb	lad	0.466666666667
nor	pol	0.00598279457769
slk	ces	0.0171627199652
asm	ben	0.00479233226837
gle	nld	4.48949906169e-05
gmh	lat	0.00276243093923
zho	swe	0.00193895770561
nya	eng	6.83555033016e-06
rus	tkr	1.0
heb	lin	0.05
hun	kir	0.00196335078534
glg	mkd	0.000256344527044
heb	ceb	0.0909090909091
sga	ita	1.67140230654e-05
cat	sqi	0.000147994672192
ron	por	0.00018736365948
lao	ara	8.00768737988e-05
tel	msa	0.000184638109306
fra	sme	0.0115606936416
doi	ori	0.00132978723404
deu	yor	0.0714285714286
nor	ben	0.00266240681576
fra	kor	0.0723430924881
bel	lit	0.0019421246844
ita	epo	0.00553505535055
spa	mtp	1.0
slk	mol	0.00537634408602
fin	nld	0.00052976088928
eng	kqe	0.9
slk	spa	0.000100476169674
eng	glg	0.182201602699
nld	urd	0.00298507462687
bak	kir	0.00196335078534
jpn	uig	0.00336021505376
est	nor	0.000348409293818
slk	uzb	0.000725426187885
grc	wap	1.0
tuk	mar	0.00341685649203
pro	est	4.85319097306e-05
deu	arg	0.015625
uzb	lit	0.000582637405321
nld	kor	0.00214880472737
tuk	tel	0.00149700598802
por	ben	0.000532481363152
gul	eng	6.83555033016e-06
deu	swa	0.015479876161
ron	rom	0.0243902439024
akk	swe	4.18480080348e-05
ita	kat	0.0101102941176
xal	fra	4.19352268486e-06
swe	jpn	0.00459917642655
ita	nld	0.0157401837103
cat	hun	0.000290967284366
fra	urd	0.0109452736318
tel	ori	0.00265957446809
ron	bul	0.00295237355295
dar	kat	0.000459558823529
fin	hin	0.000285225328009
nav	ita	1.67140230654e-05
eng	vag	0.4
ces	nor	0.00230821157154
msa	hun	3.63709105457e-05
abk	kbd	0.0232558139535
jpn	ukr	0.00287992910944
hbs	kat	0.00275735294118
dts	fra	4.19352268486e-06
san	fra	0.00112805760223
tha	deu	5.47712615191e-05
por	lat	0.0220994475138
yid	fin	0.000216118086923
kan	pan	0.0104166666667
bel	lav	0.00184162062615
ncz	eng	6.83555033016e-06
rus	pol	0.0439259645464
aka	fra	4.19352268486e-06
cot	spa	4.36852911625e-06
grc	sok	0.25
wmt	eng	2.05066509905e-05
slk	zho	1.59616919393e-05
gmh	swe	6.9746680058e-05
pao	eng	6.83555033016e-06
grc	plw	0.5
amh	deu	4.10784461393e-05
non	nld	5.38739887403e-05
rus	lbe	0.923076923077
mon	jpn	0.00014515673107
zho	uig	0.565188172043
aze	ukr	0.00642445724413
ita	hbs	0.0629718447464
kor	mlg	0.0147058823529
hin	tel	0.062874251497
rus	abk	0.765217391304
que	nld	1.79579962468e-05
tgk	uig	0.000672043010753
kaz	est	0.000679446736229
isl	ita	0.000284138392111
syr	rus	0.000120813801769
man	fra	2.9354658794e-05
heb	cni	1.0
ori	ben	0.017571884984
isl	zho	7.98084596967e-05
kon	nld	8.97899812339e-06
bel	eng	0.000642541731035
uzb	zho	1.59616919393e-05
dan	kur	0.0796019900498
deu	mos	0.333333333333
lav	pol	0.000299791449426
pro	eus	0.00025490695896
ces	fra	0.00370288053073
wlm	fra	4.19352268486e-06
por	ell	0.00244329370578
ces	jpn	0.0014362876548
pli	tha	0.00081499592502
arn	spa	2.18426455812e-05
jpn	slk	0.00106919199633
yus	eng	6.83555033016e-06
mal	urd	0.000995024875622
tha	dan	6.17293476751e-05
kdd	eng	6.83555033016e-06
dan	kaa	0.00176056338028
deu	amh	0.0157728706625
hau	eng	4.10133019809e-05
eng	kdh	0.0909090909091
enm	ces	1.55178299867e-05
ava	guj	0.00381679389313
eng	nep	0.0571428571429
grc	tpm	0.333333333333
swe	tha	0.0040749796251
frm	ces	4.655348996e-05
osp	eng	4.10133019809e-05
ukr	khm	0.012987012987
way	zho	1.59616919393e-05
fra	sor	0.642857142857
por	uzb	0.00108813928183
ukr	epo	0.00184501845018
eng	axk	0.142857142857
yid	mon	0.000412711514651
fra	pbi	0.5
sqi	cat	0.000499888913575
jpn	iku	0.00328947368421
lmw	eng	6.83555033016e-06
swe	roh	0.0176056338028
grc	fra	0.00891123570533
grc	any	0.428571428571
jpn	tgk	0.000941619585687
hun	chv	0.00574712643678
rus	krl	0.285714285714
ben	asm	0.117870722433
san	guj	0.0820610687023
sah	ukr	0.000443066016837
est	mol	0.00376344086022
som	swe	4.18480080348e-05
hbs	dar	0.0147058823529
grc	log	1.0
nld	ell	0.0026620961272
ara	kor	0.000940102068225
mzs	por	1.33831185343e-05
hun	tuk	0.00539811066127
mkd	chu	0.142857142857
myv	fin	2.16118086923e-05
chm	fin	4.32236173845e-05
sah	bel	0.000533617929562
fra	kri	1.0
fas	ita	0.000885843222464
epo	dan	1.54323369188e-05
slh	eng	6.83555033016e-06
fra	mqb	1.0
slv	mol	0.000268817204301
mol	spa	9.17391114412e-05
fra	ell	0.176135949238
sqi	mkd	0.0130735708793
uzb	tuk	0.0134952766532
gmh	hun	5.45563658186e-05
grc	isl	0.00414491863678
orv	xal	0.0238095238095
eng	ksj	1.0
isl	hbs	0.000133226751932
fra	ltz	0.444444444444
hbs	uzb	0.000362713093943
ces	mon	0.000825423029303
heb	kal	0.00917431192661
grc	haw	0.1
lam	sin	0.00149031296572
hbs	spa	0.00110960639553
rom	swe	1.39493360116e-05
sna	deu	3.42320384494e-06
wic	spa	4.36852911625e-06
syr	spa	8.30020532087e-05
fas	tel	0.00149700598802
non	fra	6.70963629578e-05
kir	tgk	0.00847457627119
deu	isl	0.0486644151059
grc	bcw	0.285714285714
egy	deu	0.000157467376867
wya	eng	2.73422013206e-05
urd	asm	0.0114068441065
mkd	cat	5.55432126194e-05
lao	rus	8.45696612381e-05
xuu	deu	3.42320384494e-06
spa	hch	1.0
rus	chm	0.921348314607
sin	deu	3.42320384494e-06
eng	chv	0.0287356321839
pjt	eng	1.36711006603e-05
sux	hbs	0.000244249045208
chu	nld	8.97899812339e-06
grc	kat	0.0101102941176
dih	spa	4.36852911625e-06
ita	pol	0.0413842544317
tew	spa	4.36852911625e-06
ell	kor	0.000492434416689
dum	fra	5.87093175881e-05
fra	dzg	0.666666666667
mon	lav	0.00024554941682
mkd	bul	0.00178696293994
nna	eng	6.83555033016e-06
dan	tuk	0.00134952766532
grc	mal	0.00748752079867
enm	ell	3.64670702356e-05
zho	ara	0.00216207559257
kca	rus	0.00019330208283
amh	fin	2.16118086923e-05
grc	kfz	0.0833333333333
kbd	kat	0.000919117647059
fra	pdt	0.0625
eng	hin	0.262977752424
glg	cat	0.0106642968229
ben	deu	0.000215661842231
vie	tuk	0.00269905533063
est	bak	0.00199203187251
san	doi	1.0
ces	rus	0.0108128352583
est	chm	0.0112359550562
ukr	rus	0.0132291112937
fra	sot	0.111111111111
vie	deu	0.000160890580712
alt	kir	0.00130890052356
car	ben	0.000532481363152
est	khm	0.004329004329
lav	rus	0.00651186391533
eng	tsg	1.0
bel	sin	0.00149031296572
ita	rus	0.0126492050452
por	ron	0.00579506065858
grc	rut	0.5
san	tgk	0.00188323917137
slv	deu	0.00162944503019
mla	ces	1.55178299867e-05
mar	hin	0.0365088419852
spa	snd	0.0666666666667
zho	lat	0.00828729281768
fra	gcr	1.0
fra	pan	0.0078125
rus	new	0.04
fin	glg	0.000843525938423
kat	nld	1.79579962468e-05
krl	eng	6.83555033016e-06
eng	mbs	1.0
jpn	mol	0.00349462365591
oym	fra	4.19352268486e-06
kir	kat	0.000459558823529
nor	ron	0.00178726169844
hbs	lav	0.00147329650092
quc	spa	4.36852911625e-06
hss	eng	6.83555033016e-06
hun	grc	0.0454545454545
fra	kfz	0.666666666667
slk	ukr	0.0188303057156
mar	tel	0.0119760479042
eng	kir	0.0143979057592
grc	bov	1.0
pri	fra	1.67740907394e-05
deu	cat	0.0954787824928
por	tam	0.00113442994895
kur	nor	6.53267425909e-05
cat	ron	0.00135398613518
akk	rus	3.62441405306e-05
heb	hin	0.000285225328009
egy	eng	0.000369119717828
aze	bel	0.00373532550694
heb	tuo	1.0
kin	fra	1.25805680546e-05
mya	tam	0.000567214974475
fra	ukr	0.0354452813469
pli	lit	6.47374894802e-05
eng	smo	0.63829787234
pol	kaa	0.00176056338028
ara	hbs	0.00544009237055
urd	eng	0.00211902060235
deu	fin	0.0711892978323
asm	pan	0.0078125
por	slv	0.00261766119985
grc	rop	0.428571428571
ita	som	0.0196078431373
ell	sqi	0.0165754032855
urd	tgk	0.000941619585687
ben	cat	0.000833148189291
lav	lao	0.00431034482759
heb	lor	1.0
knj	spa	4.36852911625e-06
orv	eng	4.78488523111e-05
ell	cat	0.00238835814263
nld	ukr	0.000664599025255
orv	rus	0.00124438215822
rus	kom	0.846153846154
slv	ell	0.000145868280942
fra	arg	0.09375
jpn	eus	0.00050981391792
rus	kca	1.0
grc	pgu	1.0
ben	hun	7.27418210915e-05
rus	atv	1.0
cre	oji	0.64
pan	mar	0.0102505694761
dje	fra	2.51611361092e-05
mol	kat	0.00229779411765
hun	pol	0.00450990615224
epo	tur	8.42176183258e-05
grc	mcp	0.25
grc	yrb	1.0
ori	ron	5.41594454073e-05
gmh	por	2.67662370686e-05
tuk	eng	1.36711006603e-05
kat	isl	0.000153515505066
kaz	urd	0.00298507462687
ckt	est	4.85319097306e-05
amh	eng	4.78488523111e-05
heb	mon	0.000825423029303
lav	ces	0.000450017069613
swe	kur	0.512437810945
ofs	fra	4.19352268486e-06
bel	kaa	0.00528169014085
heb	eng	0.0193514429847
bra	hin	0.000285225328009
san	est	0.000630914826498
kir	urd	0.00298507462687
ben	fas	0.000176538088093
rus	ckt	0.897435897436
ara	oss	0.00653594771242
wit	eng	1.36711006603e-05
peo	fra	4.19352268486e-06
tuk	swa	0.0030959752322
tqo	eng	6.83555033016e-06
mkd	est	4.85319097306e-05
frm	nor	2.17755808636e-05
pli	nor	0.000152429066045
ben	ces	0.00018621395984
eng	msm	0.888888888889
hur	eng	2.05066509905e-05
smo	rar	0.192307692308
ara	sqi	0.0380346307533
jpn	ita	0.00514791910413
bul	rom	0.0121951219512
yid	hye	0.000935016362786
uzb	crh	0.35
khm	lit	6.47374894802e-05
grc	mym	0.125
mov	spa	4.36852911625e-06
urd	mon	0.000412711514651
mya	eng	4.78488523111e-05
ark	eng	6.83555033016e-06
deu	ces	0.270972347227
tat	bak	0.0278884462151
grc	aby	1.0
lat	mal	0.000831946755408
gle	est	4.85319097306e-05
bod	hun	0.000545563658186
pro	ukr	0.000221533008418
epo	eus	0.00050981391792
egy	hun	3.63709105457e-05
orm	deu	3.42320384494e-06
cat	glg	0.0906790383804
rus	mns	1.0
fra	kir	0.00523560209424
jpn	por	0.00131154561636
nor	mlg	0.00490196078431
kib	fra	4.19352268486e-06
nld	eng	0.0195154961926
pli	eng	0.000799759388628
bul	hbs	0.00153210764722
kum	est	4.85319097306e-05
hun	glg	0.000843525938423
bul	pol	0.00143378519291
syr	kat	0.000459558823529
mon	bel	0.00106723585912
afr	rus	3.62441405306e-05
fra	ybb	0.5
swe	smj	0.47619047619
rus	mal	0.158069883527
lav	hye	0.00280504908836
grc	chk	1.0
dan	urd	0.0248756218905
grc	aze	0.000603136308806
jai	spa	4.36852911625e-06
fro	nld	0.000161621966221
eng	lao	0.0301724137931
eng	ady	0.02
isl	dan	0.00347227580673
mol	ara	8.00768737988e-05
deu	mlg	0.0294117647059
kir	hin	0.00142612664005
ara	deu	0.00378264024866
ara	lit	0.00110053732116
nor	ell	0.00189628765225
lav	khm	0.004329004329
eng	mri	0.971786833856
amh	suq	0.142857142857
sah	mol	0.000268817204301
swa	dan	1.54323369188e-05
spa	ast	0.227979274611
hag	eng	6.83555033016e-06
kan	asm	0.00570342205323
are	eng	1.36711006603e-05
cat	ita	0.00155440414508
sah	fra	8.38704536972e-06
dan	tgk	0.00188323917137
niu	rar	0.0769230769231
san	slk	0.000356397332111
mal	san	0.0172413793103
kir	fra	6.29028402729e-05
kal	dan	0.000972237225883
jav	msa	0.000553914327917
eng	wim	0.166666666667
deu	lat	0.104972375691
fra	pro	0.625
deu	iku	0.0164473684211
ojp	rus	0.000157057942299
urd	nld	9.87689793573e-05
fil	nld	8.97899812339e-06
gle	spa	2.18426455812e-05
fas	mal	0.000831946755408
eng	mwf	1.0
cbk	fil	0.00666666666667
eng	mtg	1.0
fra	bua	0.0212765957447
jpn	cat	0.00316596311931
tam	hun	1.81854552729e-05
liv	est	4.85319097306e-05
fra	guj	0.0209923664122
zho	bod	0.889534883721
eng	por	0.626677908486
slv	lit	0.000776849873762
eng	dzg	0.333333333333
pol	bel	0.0693703308431
bre	hun	1.81854552729e-05
deu	fao	0.0433734939759
snd	pan	0.00520833333333
enf	ita	1.67140230654e-05
tha	ell	3.64670702356e-05
vec	eng	1.36711006603e-05
grc	ork	1.0
hun	jpn	0.000748703139205
mkd	sqi	0.0899807606926
hat	fra	4.19352268486e-05
tzm	ita	1.67140230654e-05
asm	hin	0.00541928123217
bul	mol	0.00564516129032
slv	jpn	5.34787956575e-05
dan	fao	0.168674698795
mon	slv	0.000160264971419
urd	pus	0.00350877192982
spa	mlg	0.00980392156863
eng	arg	0.09375
bak	chv	0.00574712643678
lit	nld	2.69369943702e-05
grc	kab	0.555555555556
ykg	rus	0.00019330208283
ben	hbs	0.000599520383693
ces	tgk	0.00659133709981
apw	eng	6.83555033016e-06
heb	tiw	0.333333333333
lao	jpn	4.58389677064e-05
pol	ori	0.00132978723404
mar	urd	0.00597014925373
ron	ita	0.00122012368377
eng	ell	0.60531689884
tur	dan	0.000817913856695
kir	kjh	0.0666666666667
spa	kor	0.00675978153819
sme	eng	6.15199529714e-05
akk	ara	8.00768737988e-05
bul	fra	0.00117418635176
grc	ful	0.222222222222
grc	acf	0.333333333333
ara	dan	0.0015586660288
bel	tgk	0.00847457627119
dan	tha	0.00244498777506
bel	nld	3.59159924936e-05
hke	fra	4.19352268486e-06
mal	tam	0.0402722631877
grc	axk	0.428571428571
heb	tel	0.00149700598802
fra	las	1.0
lit	hin	0.00114090131204
eus	dan	6.17293476751e-05
grc	kxc	0.571428571429
mar	eng	0.0008612793416
isl	bel	0.000533617929562
spa	yid	0.0112359550562
swa	slk	0.000101827809175
eng	mya	0.821167883212
vie	kaz	0.00162999185004
eng	wmt	0.5
deu	kal	0.00305810397554
got	deu	6.84640768989e-06
fra	cat	0.180071095312
grc	ita	0.0146247701822
dar	mol	0.000268817204301
lav	tat	0.001221001221
niu	smo	0.0283687943262
bul	hye	0.00794763908368
bel	ces	0.000527606219546
sux	rus	1.20813801769e-05
jbt	eng	6.83555033016e-06
deu	lbe	0.0153846153846
sin	lav	0.00012277470841
ukr	tat	0.004884004884
san	ori	0.0997340425532
urd	bal	1.0
glg	spa	0.00343803241449
ben	sqi	0.000739973360959
tcy	kan	0.00142857142857
mal	bul	3.88470204335e-05
eng	pan	0.317708333333
bod	kor	0.000134300295461
xno	spa	4.36852911625e-06
dan	fas	0.00547268073087
eng	mkd	0.388874647526
arc	eng	0.00113470135481
glg	nld	8.97899812339e-06
nog	uzb	0.000362713093943
eng	gla	0.898678414097
nld	sme	0.00578034682081
nor	tir	0.0135135135135
vie	eng	0.00104583920051
fra	kab	0.111111111111
heb	box	0.166666666667
kan	tam	0.0153148043108
ara	cat	0.00455454343479
sqi	slk	0.000305483427524
